#separator:tab
#html:false
What are the solid organs in the abdominal cavity?	Liver, spleen, pancreas, kidneys, and women (in women).
It is any substance whose chemical action can damage body structures or impair body function.	What is a poison?
What is substance abuse?	It is the misuse of any substance to produce a desired effect.
It is the misuse of any substance to produce a desired effect.	What is substance abuse?
What is overdose?	It is when a patient takes a toxic dose of a drug.
It is when a patient takes a toxic dose of a drug.	What is overdose?
What should you do if you have even the slightest suspicion that a patient has taken a poisonous substance?	If you suspect this, you should notify medical control and begin emergency treatment at once.
If you suspect this, you should notify medical control and begin emergency treatment at once.	What should you do if you have even the slightest suspicion that a patient has taken a poisonous substance?
What does the presence of injuries such as burning or blistering around the mouth suggest?	It strongly suggests the ingestion of a poison, such as lye.
It strongly suggests the ingestion of a poison, such as lye.	What does the presence of injuries such as burning or blistering around the mouth suggest?
What are some questions you can ask a patient you think might have ingested poison?	"In this case, you can ask: ""What substances did you take? When did you take it/ were you exposed to it? How much did you ingest? What actions have been taken? How much do you weigh?"""
"In this case, you can ask: ""What substances did you take? When did you take it/ were you exposed to it? How much did you ingest? What actions have been taken? How much do you weigh?"""	What are some questions you can ask a patient you think might have ingested poison?
What should you do if a possibly poisoned patient vomits in the ambulance?	If this occurs, you should try to collect the vomitus in a separate plastic bag so that it can be analyzed at the hospital.
If this occurs, you should try to collect the vomitus in a separate plastic bag so that it can be analyzed at the hospital.	What should you do if a possibly poisoned patient vomits in the ambulance?
What is the telephone number for the Poison Help hotline?	The number is 1(800) 222.1222.
The number is 1(800) 222.1222.	What is the telephone number for the Poison Help hotline?
What should you do if you believe that a patient has been poisoned?	If you think this has happened, you should immediately provide the poison center with all relevant information.
If you think this has happened, you should immediately provide the poison center with all relevant information.	What should you do if you believe that a patient has been poisoned?
In general, what is the most important treatment you can perform for a patient you believed poisoned?	In this situation, the most important treatment you can perform in general is to dilute and/or physically remove the poisonous agent.
In this situation, the most important treatment you can perform in general is to dilute and/or physically remove the poisonous agent.	In general, what is the most important treatment you can perform for a patient you believed poisoned?
What are the four avenues through which poison can get into a patient's body?	They are: Inhalation, absorption (surface contact), ingestion, and injection
They are: Inhalation, absorption (surface contact), ingestion, and injection	What are the four avenues through which poison can get into a patient's body?
What are some examples of inhaled poisons?	Some examples are natural gas, sewer gas, certain pesticides, carbon monoxide, chlorine, and other gases.
Some examples are natural gas, sewer gas, certain pesticides, carbon monoxide, chlorine, and other gases.	What are some examples of inhaled poisons?
What might have to happen if the patient is found inside a toxic environment?	In this case, patients may need to be decontaminated by specially trained personnel after they are removed from the environment. The patient's clothing should be removed in this process because it may contain trapped gases that can be released. You cannot administer emergency care until this step has been completed and there is no danger of the poison contaminating you.
In this case, patients may need to be decontaminated by specially trained personnel after they are removed from the environment. The patient's clothing should be removed in this process because it may contain trapped gases that can be released. You cannot administer emergency care until this step has been completed and there is no danger of the poison contaminating you.	What might have to happen if the patient is found inside a toxic environment?
What are some signs and symptoms of inhalation of chlorine or other irritant toxics?	Symptoms of this include: burning eyes, sore throat, cough, chest pain, hoarseness, wheezing, respiratory distress, dizziness, confusion, headache, or stridor in severe cases. The patient may also have seizures or an altered mental status.
